BiocVersion,Genome,NumGenes,NumOrthologs,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,Tags,Title,Description,RDataClass,DispatchClass,ResourceName,RDataPath
3.9,FungiDB-42_Umaydis521,6910,6349,GFF,http://FungiDB.org/common/downloads/release-42/Umaydis521/gff/data/FungiDB-42_Umaydis521.gff,42,Ustilago maydis 521,237631,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Ustilago maydis 521,FungiDB 42 annotations for Ustilago maydis 521,OrgDb,SQLiteFile,org.Ustilago_maydis_521.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Ustilago_maydis_521.fungi.db.sqlite
3.9,FungiDB-42_YlipolyticaCLIB122,7733,6548,GFF,http://FungiDB.org/common/downloads/release-42/YlipolyticaCLIB122/gff/data/FungiDB-42_YlipolyticaCLIB122.gff,42,Yarrowia lipolytica CLIB122,284591,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Yarrowia lipolytica CLIB122,FungiDB 42 annotations for Yarrowia lipolytica CLIB122,OrgDb,SQLiteFile,org.Yarrowia_lipolytica_CLIB122.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Yarrowia_lipolytica_CLIB122.fungi.db.sqlite
3.9,FungiDB-42_YlipolyticaCLIB89W29,8746,6631,GFF,http://FungiDB.org/common/downloads/release-42/YlipolyticaCLIB89W29/gff/data/FungiDB-42_YlipolyticaCLIB89W29.gff,42,Yarrowia lipolytica CLIB89 (W29),NA,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Yarrowia lipolytica CLIB89 (W29),FungiDB 42 annotations for Yarrowia lipolytica CLIB89 (W29),OrgDb,SQLiteFile,org.Yarrowia_lipolytica_CLIB89_(W29).fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Yarrowia_lipolytica_CLIB89_(W29).fungi.db.sqlite
3.9,FungiDB-42_ZtriticiIPO323,11969,9530,GFF,http://FungiDB.org/common/downloads/release-42/ZtriticiIPO323/gff/data/FungiDB-42_ZtriticiIPO323.gff,42,Zymoseptoria tritici IPO323,336722,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Zymoseptoria tritici IPO323,FungiDB 42 annotations for Zymoseptoria tritici IPO323,OrgDb,SQLiteFile,org.Zymoseptoria_tritici_IPO323.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Zymoseptoria_tritici_IPO323.fungi.db.sqlite
3.9,GiardiaDB-42_GintestinalisAssemblageAWB,9747,5901,GFF,http://GiardiaDB.org/common/downloads/release-42/GintestinalisAssemblageAWB/gff/data/GiardiaDB-42_GintestinalisAssemblageAWB.gff,42,Giardia Assemblage A isolate WB,184922,TRUE,GiardiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Giardia",Genome wide annotations for Giardia Assemblage A isolate WB,GiardiaDB 42 annotations for Giardia Assemblage A isolate WB,OrgDb,SQLiteFile,org.Giardia_Assemblage_A_isolate_WB.giardia.db.sqlite,EuPathDB/OrgDb/3.9/org.Giardia_Assemblage_A_isolate_WB.giardia.db.sqlite
3.9,GiardiaDB-42_GintestinalisAssemblageADH,5209,5120,GFF,http://GiardiaDB.org/common/downloads/release-42/GintestinalisAssemblageADH/gff/data/GiardiaDB-42_GintestinalisAssemblageADH.gff,42,Giardia Assemblage A2 isolate DH,NA,TRUE,GiardiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Giardia",Genome wide annotations for Giardia Assemblage A2 isolate DH,GiardiaDB 42 annotations for Giardia Assemblage A2 isolate DH,OrgDb,SQLiteFile,org.Giardia_Assemblage_A2_isolate_DH.giardia.db.sqlite,EuPathDB/OrgDb/3.9/org.Giardia_Assemblage_A2_isolate_DH.giardia.db.sqlite
3.9,GiardiaDB-42_GintestinalisAssemblageBGS,4562,4470,GFF,http://GiardiaDB.org/common/downloads/release-42/GintestinalisAssemblageBGS/gff/data/GiardiaDB-42_GintestinalisAssemblageBGS.gff,42,Giardia Assemblage B isolate GS,598745,TRUE,GiardiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Giardia",Genome wide annotations for Giardia Assemblage B isolate GS,GiardiaDB 42 annotations for Giardia Assemblage B isolate GS,OrgDb,SQLiteFile,org.Giardia_Assemblage_B_isolate_GS.giardia.db.sqlite,EuPathDB/OrgDb/3.9/org.Giardia_Assemblage_B_isolate_GS.giardia.db.sqlite
3.9,GiardiaDB-42_GintestinalisAssemblageBGS_B,6166,5856,GFF,http://GiardiaDB.org/common/downloads/release-42/GintestinalisAssemblageBGS_B/gff/data/GiardiaDB-42_GintestinalisAssemblageBGS_B.gff,42,Giardia Assemblage B isolate GS_B,NA,TRUE,GiardiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Giardia",Genome wide annotations for Giardia Assemblage B isolate GS_B,GiardiaDB 42 annotations for Giardia Assemblage B isolate GS_B,OrgDb,SQLiteFile,org.Giardia_Assemblage_B_isolate_GS_B.giardia.db.sqlite,EuPathDB/OrgDb/3.9/org.Giardia_Assemblage_B_isolate_GS_B.giardia.db.sqlite
3.9,GiardiaDB-42_GintestinalisAssemblageEP15,5159,5065,GFF,http://GiardiaDB.org/common/downloads/release-42/GintestinalisAssemblageEP15/gff/data/GiardiaDB-42_GintestinalisAssemblageEP15.gff,42,Giardia Assemblage E isolate P15,658858,TRUE,GiardiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Giardia",Genome wide annotations for Giardia Assemblage E isolate P15,GiardiaDB 42 annotations for Giardia Assemblage E isolate P15,OrgDb,SQLiteFile,org.Giardia_Assemblage_E_isolate_P15.giardia.db.sqlite,EuPathDB/OrgDb/3.9/org.Giardia_Assemblage_E_isolate_P15.giardia.db.sqlite
3.9,GiardiaDB-42_SsalmonicidaATCC50377,8507,5076,GFF,http://GiardiaDB.org/common/downloads/release-42/SsalmonicidaATCC50377/gff/data/GiardiaDB-42_SsalmonicidaATCC50377.gff,42,Spironucleus salmonicida ATCC50377,NA,TRUE,GiardiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Giardia",Genome wide annotations for Spironucleus salmonicida ATCC50377,GiardiaDB 42 annotations for Spironucleus salmonicida ATCC50377,OrgDb,SQLiteFile,org.Spironucleus_salmonicida_ATCC50377.giardia.db.sqlite,EuPathDB/OrgDb/3.9/org.Spironucleus_salmonicida_ATCC50377.giardia.db.sqlite
3.9,MicrosporidiaDB-42_AspWSBS2006,3695,2938,GFF,http://MicrosporidiaDB.org/common/downloads/release-42/AspWSBS2006/gff/data/MicrosporidiaDB-42_AspWSBS2006.gff,42,Amphiamblys sp. WSBS2006,1866961,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia",Genome wide annotations for Amphiamblys sp. WSBS2006,MicrosporidiaDB 42 annotations for Amphiamblys sp. WSBS2006,OrgDb,SQLiteFile,org.Amphiamblys_sp_WSBS2006.microsporidia.db.sqlite,EuPathDB/OrgDb/3.9/org.Amphiamblys_sp_WSBS2006.microsporidia.db.sqlite
3.9,MicrosporidiaDB-42_AalgeraePRA109,5330,4747,GFF,http://MicrosporidiaDB.org/common/downloads/release-42/AalgeraePRA109/gff/data/MicrosporidiaDB-42_AalgeraePRA109.gff,42,Anncaliia algerae PRA109,1240240,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia",Genome wide annotations for Anncaliia algerae PRA109,MicrosporidiaDB 42 annotations for Anncaliia algerae PRA109,OrgDb,SQLiteFile,org.Anncaliia_algerae_PRA109.microsporidia.db.sqlite,EuPathDB/OrgDb/3.9/org.Anncaliia_algerae_PRA109.microsporidia.db.sqlite
3.9,MicrosporidiaDB-42_AalgeraePRA339,3661,3281,GFF,http://MicrosporidiaDB.org/common/downloads/release-42/AalgeraePRA339/gff/data/MicrosporidiaDB-42_AalgeraePRA339.gff,42,Anncaliia algerae PRA339,1288291,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia",Genome wide annotations for Anncaliia algerae PRA339,MicrosporidiaDB 42 annotations for Anncaliia algerae PRA339,OrgDb,SQLiteFile,org.Anncaliia_algerae_PRA339.microsporidia.db.sqlite,EuPathDB/OrgDb/3.9/org.Anncaliia_algerae_PRA339.microsporidia.db.sqlite
3.9,MicrosporidiaDB-42_AalgeraeUndeen,NA,NA,GFF,http://MicrosporidiaDB.org/common/downloads/release-42/AalgeraeUndeen/gff/data/MicrosporidiaDB-42_AalgeraeUndeen.gff,42,Anncaliia algerae Undeen,1150868,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia",Genome wide annotations for Anncaliia algerae Undeen,MicrosporidiaDB 42 annotations for Anncaliia algerae Undeen,OrgDb,SQLiteFile,org.Anncaliia_algerae_Undeen.microsporidia.db.sqlite,EuPathDB/OrgDb/3.9/org.Anncaliia_algerae_Undeen.microsporidia.db.sqlite
3.9,MicrosporidiaDB-42_EaedisUSNM41457,4262,2351,GFF,http://MicrosporidiaDB.org/common/downloads/release-42/EaedisUSNM41457/gff/data/MicrosporidiaDB-42_EaedisUSNM41457.gff,42,Edhazardia aedis USNM 41457,1003232,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia",Genome wide annotations for Edhazardia aedis USNM 41457,MicrosporidiaDB 42 annotations for Edhazardia aedis USNM 41457,OrgDb,SQLiteFile,org.Edhazardia_aedis_USNM_41457.microsporidia.db.sqlite,EuPathDB/OrgDb/3.9/org.Edhazardia_aedis_USNM_41457.microsporidia.db.sqlite
3.9,MicrosporidiaDB-42_EcuniculiEC1,1898,1846,GFF,http://MicrosporidiaDB.org/common/downloads/release-42/EcuniculiEC1/gff/data/MicrosporidiaDB-42_EcuniculiEC1.gff,42,Encephalitozoon cuniculi EC1,986730,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia",Genome wide annotations for Encephalitozoon cuniculi EC1,MicrosporidiaDB 42 annotations for Encephalitozoon cuniculi EC1,OrgDb,SQLiteFile,org.Encephalitozoon_cuniculi_EC1.microsporidia.db.sqlite,EuPathDB/OrgDb/3.9/org.Encephalitozoon_cuniculi_EC1.microsporidia.db.sqlite
3.9,MicrosporidiaDB-42_EcuniculiEC2,1902,1850,GFF,http://MicrosporidiaDB.org/common/downloads/release-42/EcuniculiEC2/gff/data/MicrosporidiaDB-42_EcuniculiEC2.gff,42,Encephalitozoon cuniculi EC2,989654,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia",Genome wide annotations for Encephalitozoon cuniculi EC2,MicrosporidiaDB 42 annotations for Encephalitozoon cuniculi EC2,OrgDb,SQLiteFile,org.Encephalitozoon_cuniculi_EC2.microsporidia.db.sqlite,EuPathDB/OrgDb/3.9/org.Encephalitozoon_cuniculi_EC2.microsporidia.db.sqlite
3.9,MicrosporidiaDB-42_EcuniculiEC3,1898,1846,GFF,http://MicrosporidiaDB.org/common/downloads/release-42/EcuniculiEC3/gff/data/MicrosporidiaDB-42_EcuniculiEC3.gff,42,Encephalitozoon cuniculi EC3,989655,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia",Genome wide annotations for Encephalitozoon cuniculi EC3,MicrosporidiaDB 42 annotations for Encephalitozoon cuniculi EC3,OrgDb,SQLiteFile,org.Encephalitozoon_cuniculi_EC3.microsporidia.db.sqlite,EuPathDB/OrgDb/3.9/org.Encephalitozoon_cuniculi_EC3.microsporidia.db.sqlite
3.9,MicrosporidiaDB-42_EcuniculiEcunIII-L,1896,1841,GFF,http://MicrosporidiaDB.org/common/downloads/release-42/EcuniculiEcunIII-L/gff/data/MicrosporidiaDB-42_EcuniculiEcunIII-L.gff,42,Encephalitozoon cuniculi EcunIII-L,1355160,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia",Genome wide annotations for Encephalitozoon cuniculi EcunIII-L,MicrosporidiaDB 42 annotations for Encephalitozoon cuniculi EcunIII-L,OrgDb,SQLiteFile,org.Encephalitozoon_cuniculi_EcunIII-L.microsporidia.db.sqlite,EuPathDB/OrgDb/3.9/org.Encephalitozoon_cuniculi_EcunIII-L.microsporidia.db.sqlite
3.9,MicrosporidiaDB-42_EcuniculiGBM1,2126,2084,GFF,http://MicrosporidiaDB.org/common/downloads/release-42/EcuniculiGBM1/gff/data/MicrosporidiaDB-42_EcuniculiGBM1.gff,42,Encephalitozoon cuniculi GB-M1,284813,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia",Genome wide annotations for Encephalitozoon cuniculi GB-M1,MicrosporidiaDB 42 annotations for Encephalitozoon cuniculi GB-M1,OrgDb,SQLiteFile,org.Encephalitozoon_cuniculi_GB-M1.microsporidia.db.sqlite,EuPathDB/OrgDb/3.9/org.Encephalitozoon_cuniculi_GB-M1.microsporidia.db.sqlite
3.9,MicrosporidiaDB-42_EhellemATCC50504,2006,1920,GFF,http://MicrosporidiaDB.org/common/downloads/release-42/EhellemATCC50504/gff/data/MicrosporidiaDB-42_EhellemATCC50504.gff,42,Encephalitozoon hellem ATCC 50504,907965,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia",Genome wide annotations for Encephalitozoon hellem ATCC 50504,MicrosporidiaDB 42 annotations for Encephalitozoon hellem ATCC 50504,OrgDb,SQLiteFile,org.Encephalitozoon_hellem_ATCC_50504.microsporidia.db.sqlite,EuPathDB/OrgDb/3.9/org.Encephalitozoon_hellem_ATCC_50504.microsporidia.db.sqlite
3.9,MicrosporidiaDB-42_EhellemSwiss,1864,1809,GFF,http://MicrosporidiaDB.org/common/downloads/release-42/EhellemSwiss/gff/data/MicrosporidiaDB-42_EhellemSwiss.gff,42,Encephalitozoon hellem Swiss,NA,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia",Genome wide annotations for Encephalitozoon hellem Swiss,MicrosporidiaDB 42 annotations for Encephalitozoon hellem Swiss,OrgDb,SQLiteFile,org.Encephalitozoon_hellem_Swiss.microsporidia.db.sqlite,EuPathDB/OrgDb/3.9/org.Encephalitozoon_hellem_Swiss.microsporidia.db.sqlite
3.9,MicrosporidiaDB-42_EintestinalisATCC50506,2011,1908,GFF,http://MicrosporidiaDB.org/common/downloads/release-42/EintestinalisATCC50506/gff/data/MicrosporidiaDB-42_EintestinalisATCC50506.gff,42,Encephalitozoon intestinalis ATCC 50506,876142,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia",Genome wide annotations for Encephalitozoon intestinalis ATCC 50506,MicrosporidiaDB 42 annotations for Encephalitozoon intestinalis ATCC 50506,OrgDb,SQLiteFile,org.Encephalitozoon_intestinalis_ATCC_50506.microsporidia.db.sqlite,EuPathDB/OrgDb/3.9/org.Encephalitozoon_intestinalis_ATCC_50506.microsporidia.db.sqlite
3.9,MicrosporidiaDB-42_EromaleaeSJ2008,1883,1824,GFF,http://MicrosporidiaDB.org/common/downloads/release-42/EromaleaeSJ2008/gff/data/MicrosporidiaDB-42_EromaleaeSJ2008.gff,42,Encephalitozoon romaleae SJ-2008,1178016,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia",Genome wide annotations for Encephalitozoon romaleae SJ-2008,MicrosporidiaDB 42 annotations for Encephalitozoon romaleae SJ-2008,OrgDb,SQLiteFile,org.Encephalitozoon_romaleae_SJ-2008.microsporidia.db.sqlite,EuPathDB/OrgDb/3.9/org.Encephalitozoon_romaleae_SJ-2008.microsporidia.db.sqlite
3.9,MicrosporidiaDB-42_EbieneusiH348,3806,3629,GFF,http://MicrosporidiaDB.org/common/downloads/release-42/EbieneusiH348/gff/data/MicrosporidiaDB-42_EbieneusiH348.gff,42,Enterocytozoon bieneusi H348,481877,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia",Genome wide annotations for Enterocytozoon bieneusi H348,MicrosporidiaDB 42 annotations for Enterocytozoon bieneusi H348,OrgDb,SQLiteFile,org.Enterocytozoon_bieneusi_H348.microsporidia.db.sqlite,EuPathDB/OrgDb/3.9/org.Enterocytozoon_bieneusi_H348.microsporidia.db.sqlite
3.9,MicrosporidiaDB-42_EhepatopenaeiTH1,2581,1972,GFF,http://MicrosporidiaDB.org/common/downloads/release-42/EhepatopenaeiTH1/gff/data/MicrosporidiaDB-42_EhepatopenaeiTH1.gff,42,Enterocytozoon hepatopenaei strain TH1,NA,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia",Genome wide annotations for Enterocytozoon hepatopenaei strain TH1,MicrosporidiaDB 42 annotations for Enterocytozoon hepatopenaei strain TH1,OrgDb,SQLiteFile,org.Enterocytozoon_hepatopenaei_strain_TH1.microsporidia.db.sqlite,EuPathDB/OrgDb/3.9/org.Enterocytozoon_hepatopenaei_strain_TH1.microsporidia.db.sqlite
3.9,MicrosporidiaDB-42_EcanceriGB1,2225,1793,GFF,http://MicrosporidiaDB.org/common/downloads/release-42/EcanceriGB1/gff/data/MicrosporidiaDB-42_EcanceriGB1.gff,42,Enterospora canceri strain GB1,NA,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia",Genome wide annotations for Enterospora canceri strain GB1,MicrosporidiaDB 42 annotations for Enterospora canceri strain GB1,OrgDb,SQLiteFile,org.Enterospora_canceri_strain_GB1.microsporidia.db.sqlite,EuPathDB/OrgDb/3.9/org.Enterospora_canceri_strain_GB1.microsporidia.db.sqlite
3.9,MicrosporidiaDB-42_HtvaerminnensisOER-3-3,NA,NA,GFF,http://MicrosporidiaDB.org/common/downloads/release-42/HtvaerminnensisOER-3-3/gff/data/MicrosporidiaDB-42_HtvaerminnensisOER-3-3.gff,42,Hamiltosporidium tvaerminnensis OER-3-3,657448,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia",Genome wide annotations for Hamiltosporidium tvaerminnensis OER-3-3,MicrosporidiaDB 42 annotations for Hamiltosporidium tvaerminnensis OER-3-3,OrgDb,SQLiteFile,org.Hamiltosporidium_tvaerminnensis_OER-3-3.microsporidia.db.sqlite,EuPathDB/OrgDb/3.9/org.Hamiltosporidium_tvaerminnensis_OER-3-3.microsporidia.db.sqlite
3.9,MicrosporidiaDB-42_HeriocheirGB1,2770,2465,GFF,http://MicrosporidiaDB.org/common/downloads/release-42/HeriocheirGB1/gff/data/MicrosporidiaDB-42_HeriocheirGB1.gff,42,Hepatospora eriocheir strain GB1,NA,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia",Genome wide annotations for Hepatospora eriocheir strain GB1,MicrosporidiaDB 42 annotations for Hepatospora eriocheir strain GB1,OrgDb,SQLiteFile,org.Hepatospora_eriocheir_strain_GB1.microsporidia.db.sqlite,EuPathDB/OrgDb/3.9/org.Hepatospora_eriocheir_strain_GB1.microsporidia.db.sqlite
3.9,MicrosporidiaDB-42_Heriocheircanceri,3117,2785,GFF,http://MicrosporidiaDB.org/common/downloads/release-42/Heriocheircanceri/gff/data/MicrosporidiaDB-42_Heriocheircanceri.gff,42,Hepatospora eriocheir strain canceri,NA,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia",Genome wide annotations for Hepatospora eriocheir strain canceri,MicrosporidiaDB 42 annotations for Hepatospora eriocheir strain canceri,OrgDb,SQLiteFile,org.Hepatospora_eriocheir_strain_canceri.microsporidia.db.sqlite,EuPathDB/OrgDb/3.9/org.Hepatospora_eriocheir_strain_canceri.microsporidia.db.sqlite
3.9,MicrosporidiaDB-42_MdaphniaeUGP3,3428,2371,GFF,http://MicrosporidiaDB.org/common/downloads/release-42/MdaphniaeUGP3/gff/data/MicrosporidiaDB-42_MdaphniaeUGP3.gff,42,Mitosporidium daphniae UGP3,NA,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia",Genome wide annotations for Mitosporidium daphniae UGP3,MicrosporidiaDB 42 annotations for Mitosporidium daphniae UGP3,OrgDb,SQLiteFile,org.Mitosporidium_daphniae_UGP3.microsporidia.db.sqlite,EuPathDB/OrgDb/3.9/org.Mitosporidium_daphniae_UGP3.microsporidia.db.sqlite
3.9,MicrosporidiaDB-42_NausubeliERTm2,2831,2670,GFF,http://MicrosporidiaDB.org/common/downloads/release-42/NausubeliERTm2/gff/data/MicrosporidiaDB-42_NausubeliERTm2.gff,42,Nematocida ausubeli ERTm2,NA,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia",Genome wide annotations for Nematocida ausubeli ERTm2,MicrosporidiaDB 42 annotations for Nematocida ausubeli ERTm2,OrgDb,SQLiteFile,org.Nematocida_ausubeli_ERTm2.microsporidia.db.sqlite,EuPathDB/OrgDb/3.9/org.Nematocida_ausubeli_ERTm2.microsporidia.db.sqlite
3.9,MicrosporidiaDB-42_NausubeliERTm6,2544,2401,GFF,http://MicrosporidiaDB.org/common/downloads/release-42/NausubeliERTm6/gff/data/MicrosporidiaDB-42_NausubeliERTm6.gff,42,Nematocida ausubeli ERTm6,NA,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia",Genome wide annotations for Nematocida ausubeli ERTm6,MicrosporidiaDB 42 annotations for Nematocida ausubeli ERTm6,OrgDb,SQLiteFile,org.Nematocida_ausubeli_ERTm6.microsporidia.db.sqlite,EuPathDB/OrgDb/3.9/org.Nematocida_ausubeli_ERTm6.microsporidia.db.sqlite
3.9,MicrosporidiaDB-42_NdisplodereJUm2807,2324,2018,GFF,http://MicrosporidiaDB.org/common/downloads/release-42/NdisplodereJUm2807/gff/data/MicrosporidiaDB-42_NdisplodereJUm2807.gff,42,Nematocida displodere strain JUm2807,NA,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia",Genome wide annotations for Nematocida displodere strain JUm2807,MicrosporidiaDB 42 annotations for Nematocida displodere strain JUm2807,OrgDb,SQLiteFile,org.Nematocida_displodere_strain_JUm2807.microsporidia.db.sqlite,EuPathDB/OrgDb/3.9/org.Nematocida_displodere_strain_JUm2807.microsporidia.db.sqlite
3.9,MicrosporidiaDB-42_NparisiiERTm1,2724,2632,GFF,http://MicrosporidiaDB.org/common/downloads/release-42/NparisiiERTm1/gff/data/MicrosporidiaDB-42_NparisiiERTm1.gff,42,Nematocida parisii ERTm1,881290,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia",Genome wide annotations for Nematocida parisii ERTm1,MicrosporidiaDB 42 annotations for Nematocida parisii ERTm1,OrgDb,SQLiteFile,org.Nematocida_parisii_ERTm1.microsporidia.db.sqlite,EuPathDB/OrgDb/3.9/org.Nematocida_parisii_ERTm1.microsporidia.db.sqlite
3.9,MicrosporidiaDB-42_NparisiiERTm3,2788,2670,GFF,http://MicrosporidiaDB.org/common/downloads/release-42/NparisiiERTm3/gff/data/MicrosporidiaDB-42_NparisiiERTm3.gff,42,Nematocida parisii ERTm3,935791,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia",Genome wide annotations for Nematocida parisii ERTm3,MicrosporidiaDB 42 annotations for Nematocida parisii ERTm3,OrgDb,SQLiteFile,org.Nematocida_parisii_ERTm3.microsporidia.db.sqlite,EuPathDB/OrgDb/3.9/org.Nematocida_parisii_ERTm3.microsporidia.db.sqlite
3.9,MicrosporidiaDB-42_NbombycisCQ1,4643,3851,GFF,http://MicrosporidiaDB.org/common/downloads/release-42/NbombycisCQ1/gff/data/MicrosporidiaDB-42_NbombycisCQ1.gff,42,Nosema bombycis CQ1,578461,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia",Genome wide annotations for Nosema bombycis CQ1,MicrosporidiaDB 42 annotations for Nosema bombycis CQ1,OrgDb,SQLiteFile,org.Nosema_bombycis_CQ1.microsporidia.db.sqlite,EuPathDB/OrgDb/3.9/org.Nosema_bombycis_CQ1.microsporidia.db.sqlite
3.9,MicrosporidiaDB-42_NceranaeBRL01,2678,2447,GFF,http://MicrosporidiaDB.org/common/downloads/release-42/NceranaeBRL01/gff/data/MicrosporidiaDB-42_NceranaeBRL01.gff,42,Nosema ceranae BRL01,578460,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia",Genome wide annotations for Nosema ceranae BRL01,MicrosporidiaDB 42 annotations for Nosema ceranae BRL01,OrgDb,SQLiteFile,org.Nosema_ceranae_BRL01.microsporidia.db.sqlite,EuPathDB/OrgDb/3.9/org.Nosema_ceranae_BRL01.microsporidia.db.sqlite
